;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
49;Moinho Paqueta Ind. E Com. Ltda;3.42;Jequie;Bahia;https://www.dnb.com/business-directory/company-profiles.moinho_paqueta_ind_e_com_ltda.b53ae292ce21d1e4bab9591b18652056.html;MOINHO PAQUETA IND. E COM. LTDA is located in JEQUIE, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. MOINHO PAQUETA IND. E COM. LTDA has 63 employees at this location. There are 2 companies in the MOINHO PAQUETA IND. E COM. LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
50;Donalice-Industria E Comercio De Cafe Ltda;3.36;Rosario Da Limeira;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.donalice-industria_e_comercio_de_cafe_ltda.d83f6fd0d291e0bd1afc9ff91adf8398.html;DONALICE-INDUSTRIA E COMERCIO DE CAFE LTDA is located in ROSARIO DA LIMEIRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. DONALICE-INDUSTRIA E COMERCIO DE CAFE LTDA has 62 employees at this location. There are 3 companies in the DONALICE-INDUSTRIA E COMERCIO DE CAFE LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
51;Industria E Comercio De Torrefacao De Cafe Jandaia Ltda;3.31;Jandaia Do Sul;Parana;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_torrefacao_de_cafe_jandaia_ltda.f676bbbb5df97e1d30af18169481dfc1.html;INDUSTRIA E COMERCIO DE TORREFACAO DE CAFE JANDAIA LTDA is located in JANDAIA DO SUL, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE TORREFACAO DE CAFE JANDAIA LTDA has 61 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
52;Cafe Tesouro Ltda;3.28;Botucatu;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_tesouro_ltda.a410f6a365329476c26810755efab542.html;CAFE TESOURO LTDA is located in BOTUCATU, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE TESOURO LTDA has 25 employees at this location and generates $3.28 million in sales (USD). There are 3 companies in the CAFE TESOURO LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
53;Cafe Katuta Importacao E Exportacao Ltda;3.25;Jaru;Rondonia;https://www.dnb.com/business-directory/company-profiles.cafe_katuta_importacao_e_exportacao_ltda.e2ac30c221803a94f8ce866ff1464030.html;CAFE KATUTA IMPORTACAO E EXPORTACAO LTDA is located in JARU, RONDONIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE KATUTA IMPORTACAO E EXPORTACAO LTDA has 60 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
54;Café Caiçara Ltda;3.25;Jundiaí;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.caf%C3%A9_cai%C3%A7ara_ltda.087ef46660fef7857be8d6bfe848ae12.html;Café Caiçara Ltda is located in Jundiaí, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. Café Caiçara Ltda has 60 employees at this location. There are 3 companies in the Café Caiçara Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
55;Baggio Coffees Exportação Ltda;3.25;Araras;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.baggio_coffees_exporta%C3%A7%C3%A3o_ltda.253ba695d383a75b1bfbfef34418019b.html;Baggio Coffees Exportação Ltda is located in Araras, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. Baggio Coffees Exportação Ltda has 60 employees at this location. There are 2 companies in the Baggio Coffees Exportação Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
56;Companhia Capital De Produtos Alimenticios;3.2;Rio De Janeiro;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.companhia_capital_de_produtos_alimenticios.236331f4b9e69db9e22105987d779102.html;COMPANHIA CAPITAL DE PRODUTOS ALIMENTICIOS is located in RIO DE JANEIRO, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. COMPANHIA CAPITAL DE PRODUTOS ALIMENTICIOS has 100 employees at this location and generates $3.20 million in sales (USD). There are 3 companies in the COMPANHIA CAPITAL DE PRODUTOS ALIMENTICIOS corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
57;Produtos Alimenticios Cravo Sa;3.2;Salvador;Bahia;https://www.dnb.com/business-directory/company-profiles.produtos_alimenticios_cravo_sa.e0891b49983f69bca620d4fe99a12555.html;PRODUTOS ALIMENTICIOS CRAVO SA is located in SALVADOR, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. PRODUTOS ALIMENTICIOS CRAVO SA has 59 employees at this location and generates $3.20 million in sales (USD).;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
58;Sociedade Industrial Rondonina Ltda;3.2;Rondonopolis;Mato Grosso;https://www.dnb.com/business-directory/company-profiles.sociedade_industrial_rondonina_ltda.b885fc9065373f47ce038f17ed854fb1.html;SOCIEDADE INDUSTRIAL RONDONINA LTDA is located in RONDONOPOLIS, MATO GROSSO, Brazil and is part of the Coffee & Tea Manufacturing Industry. SOCIEDADE INDUSTRIAL RONDONINA LTDA has 59 employees at this location. There are 2 companies in the SOCIEDADE INDUSTRIAL RONDONINA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
59;Ipam Industria De Produtos Alimenticios Moenda Ltda;3.09;Jequie;Bahia;https://www.dnb.com/business-directory/company-profiles.ipam_industria_de_produtos_alimenticios_moenda_ltda.24019bc75ef9f1fd40cf23eb685c680f.html;IPAM INDUSTRIA DE PRODUTOS ALIMENTICIOS MOENDA LTDA is located in JEQUIE, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. IPAM INDUSTRIA DE PRODUTOS ALIMENTICIOS MOENDA LTDA has 57 employees at this location. There are 3 companies in the IPAM INDUSTRIA DE PRODUTOS ALIMENTICIOS MOENDA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
60;Cafe Forte Industria E Comercio Ltda;2.98;Brasilia;Distrito Federal;https://www.dnb.com/business-directory/company-profiles.cafe_forte_industria_e_comercio_ltda.c279b8bcfbd7f52d9ef944a49cb7be3e.html;CAFE FORTE INDUSTRIA E COMERCIO LTDA is located in BRASILIA, DISTRITO FEDERAL, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE FORTE INDUSTRIA E COMERCIO LTDA has 55 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
61;Industria De Torrefacao E Moagem Cafe Imperial Ltda;2.82;Pedreiras;Maranhao;https://www.dnb.com/business-directory/company-profiles.industria_de_torrefacao_e_moagem_cafe_imperial_ltda.3580638c4631f28388bb5b0e89feae18.html;INDUSTRIA DE TORREFACAO E MOAGEM CAFE IMPERIAL LTDA is located in PEDREIRAS, MARANHAO, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA DE TORREFACAO E MOAGEM CAFE IMPERIAL LTDA has 52 employees at this location. There are 4 companies in the INDUSTRIA DE TORREFACAO E MOAGEM CAFE IMPERIAL LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
62;Pianovski Industria E Comercio De Cafe E Cereais Ltda;2.76;Alta Floresta;Mato Grosso;https://www.dnb.com/business-directory/company-profiles.pianovski_industria_e_comercio_de_cafe_e_cereais_ltda.690843fda15b76e07ca2ec7e0f2aedf5.html;PIANOVSKI INDUSTRIA E COMERCIO DE CAFE E CEREAIS LTDA is located in ALTA FLORESTA, MATO GROSSO, Brazil and is part of the Coffee & Tea Manufacturing Industry. PIANOVSKI INDUSTRIA E COMERCIO DE CAFE E CEREAIS LTDA has 51 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
63;Cafe Rossetto Ltda;2.76;Cerqueira Cesar;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_rossetto_ltda.4016fd0bc84e1bb016495bcb05132f30.html;CAFE ROSSETTO LTDA is located in CERQUEIRA CESAR, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE ROSSETTO LTDA has 51 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
64;Industria E Comercio De Cafe Gema De Minas Ltda;2.71;Capelinha;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_gema_de_minas_ltda.6ab417f17836044346964f30a683e5b0.html;INDUSTRIA E COMERCIO DE CAFE GEMA DE MINAS LTDA is located in CAPELINHA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE GEMA DE MINAS LTDA has 50 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
65;Cafe Jaguari Ltda;2.71;Ourinhos;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_jaguari_ltda.6f207d7c7bd4fba00633c4caa9ce73bc.html;Cafe Jaguari Ltda is located in OURINHOS, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. Cafe Jaguari Ltda has 50 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
66;Atlas Comercio E Industria Ltda;2.66;Ceres;Goias;https://www.dnb.com/business-directory/company-profiles.atlas_comercio_e_industria_ltda.ea338d3a1f7eb93b54bee8cc892e9be8.html;ATLAS COMERCIO E INDUSTRIA LTDA is located in CERES, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. ATLAS COMERCIO E INDUSTRIA LTDA has 49 employees at this location. There are 3 companies in the ATLAS COMERCIO E INDUSTRIA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
67;Alimentos Atalaia Ltda;2.55;Atalaia;Parana;https://www.dnb.com/business-directory/company-profiles.alimentos_atalaia_ltda.31b0aef482d3d6caf5cf9656daf5e234.html;Alimentos Atalaia Ltda is located in Atalaia, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. Alimentos Atalaia Ltda has 47 employees at this location. There are 2 companies in the Alimentos Atalaia Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
68;Negrito Industria E Comercio De Cafe Ltda;2.49;Ervalia;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.negrito_industria_e_comercio_de_cafe_ltda.4064494943c422634119573e418ade72.html;NEGRITO INDUSTRIA E COMERCIO DE CAFE LTDA is located in ERVALIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. NEGRITO INDUSTRIA E COMERCIO DE CAFE LTDA has 46 employees at this location. There are 3 companies in the NEGRITO INDUSTRIA E COMERCIO DE CAFE LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
69;Cafe Duas Estrelas Industria Comercio Importacao E Exportacao Ltda;2.49;Salvador;Bahia;https://www.dnb.com/business-directory/company-profiles.cafe_duas_estrelas_industria_comercio_importacao_e_exportacao_ltda.eddac89347e0da2c728524fb4b053635.html;CAFE DUAS ESTRELAS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA is located in SALVADOR, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE DUAS ESTRELAS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA has 46 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
70;Cafe Bebe Bem Ltda.;2.49;Campo Grande;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.cafe_bebe_bem_ltda.96d4d3572a771c8f3bd65e5db2ee0027.html;CAFE BEBE BEM LTDA. is located in CAMPO GRANDE, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE BEBE BEM LTDA. has 46 employees at this location. There are 2 companies in the CAFE BEBE BEM LTDA. corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
71;Cafes Amajo E Toninho Industria E Comercio Ltda;2.44;Itapira;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafes_amajo_e_toninho_industria_e_comercio_ltda.46ae1ea62fd59c9d3245da87ae763bc2.html;CAFES AMAJO E TONINHO INDUSTRIA E COMERCIO LTDA is located in ITAPIRA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFES AMAJO E TONINHO INDUSTRIA E COMERCIO LTDA has 45 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
72;Cafe Duarte Industria E Comercio Ltda;2.39;Sao Mateus;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.cafe_duarte_industria_e_comercio_ltda.c2eaf850ce7fabf787e30d674d1dde43.html;CAFE DUARTE INDUSTRIA E COMERCIO LTDA is located in SAO MATEUS, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE DUARTE INDUSTRIA E COMERCIO LTDA has 44 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
73;Grancafe Comercio Importacao E Exportacao De Cafe Ltda;2.33;Linhares;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.grancafe_comercio_importacao_e_exportacao_de_cafe_ltda.8c6279a73387bc2dc3d510927eabe01c.html;Grancafe Comercio Importacao e Exportacao de Cafe Ltda is located in LINHARES, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry. Grancafe Comercio Importacao e Exportacao de Cafe Ltda has 43 employees at this location. There are 8 companies in the Grancafe Comercio Importacao e Exportacao de Cafe Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
74;Industria De Cafe Ojuara Ltda;2.33;Brejo Santo;Ceara;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_ojuara_ltda.cdc207d1c823547a49dd1459c6544806.html;INDUSTRIA DE CAFE OJUARA LTDA is located in BREJO SANTO, CEARA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA DE CAFE OJUARA LTDA has 43 employees at this location. There are 2 companies in the INDUSTRIA DE CAFE OJUARA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
75;Industria Comercio E Exportacao De Cafe Moraes Ltda;2.33;Campinas;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.industria_comercio_e_exportacao_de_cafe_moraes_ltda.d8106c61d6a8244a98cbb97b0e56ce43.html;INDUSTRIA COMERCIO E EXPORTACAO DE CAFE MORAES LTDA is located in CAMPINAS, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA COMERCIO E EXPORTACAO DE CAFE MORAES LTDA has 43 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
76;Armazens Gerais Peneira Alta Ltda;2.33;Sao Sebastiao Do Paraiso;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.armazens_gerais_peneira_alta_ltda.68d0e8e6bed8a4ef90585ef6e962e813.html;ARMAZENS GERAIS PENEIRA ALTA LTDA is located in SAO SEBASTIAO DO PARAISO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. ARMAZENS GERAIS PENEIRA ALTA LTDA has 43 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
77;Cafe Sabor De Minas Industria E Comercio Ltda;2.22;Contagem;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_sabor_de_minas_industria_e_comercio_ltda.ff97f72127eb384dde7212d18289559f.html;CAFE SABOR DE MINAS INDUSTRIA E COMERCIO LTDA is located in CONTAGEM, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE SABOR DE MINAS INDUSTRIA E COMERCIO LTDA has 41 employees at this location. There are 3 companies in the CAFE SABOR DE MINAS INDUSTRIA E COMERCIO LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
78;Vascafe Industria E Comercio De Cafe Ltda;2.22;Quirinopolis;Goias;https://www.dnb.com/business-directory/company-profiles.vascafe_industria_e_comercio_de_cafe_ltda.e535f9e8bd7f0a152dd0e39a2d8fd4e7.html;VASCAFE INDUSTRIA E COMERCIO DE CAFE LTDA is located in QUIRINOPOLIS, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. VASCAFE INDUSTRIA E COMERCIO DE CAFE LTDA has 41 employees at this location. There are 2 companies in the VASCAFE INDUSTRIA E COMERCIO DE CAFE LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
79;Sol Panamby Specialty Coffees Ltda;2.17;Pedregulho;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.sol_panamby_specialty_coffees_ltda.082ff4639c11de7ed091d2dd574f4d7b.html;Sol Panamby Specialty Coffees Ltda is located in Pedregulho, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. Sol Panamby Specialty Coffees Ltda has 40 employees at this location. There are 4 companies in the Sol Panamby Specialty Coffees Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
80;Sobesa Industria De Alimentos Santanense Ltda;2.15;Santana;Bahia;https://www.dnb.com/business-directory/company-profiles.sobesa_industria_de_alimentos_santanense_ltda.5f0339f9806f47e4301ad23e9ccc8d88.html;Sobesa Industria de Alimentos Santanense Ltda is located in Santana, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. Sobesa Industria de Alimentos Santanense Ltda has 59 employees at this location and generates $2.15 million in sales (USD). There are 5 companies in the Sobesa Industria de Alimentos Santanense Ltda corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
81;Comercio E Industria Princesa Do Norte Ltda;2.11;Pindamonhangaba;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.comercio_e_industria_princesa_do_norte_ltda.fd705a0f1980949fb752118160a28570.html;COMERCIO E INDUSTRIA PRINCESA DO NORTE LTDA is located in PINDAMONHANGABA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. COMERCIO E INDUSTRIA PRINCESA DO NORTE LTDA has 39 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
